,id,title,author,authoryearofbirth,authoryearofdeath,language,downloads,subjects,type,tag
2216,PG45239,"Little Orphan Annie, and Billy Miller's Circus-Show","Riley, James Whitcomb",1849.0,1916.0,['en'],48,"'Conduct of life -- Juvenile poetry', 'Goblins -- Juvenile poetry', ""Children's poetry"", 'Circus -- Juvenile poetry', 'Orphans -- Juvenile poetry'",Text,"""Children's poetry"""
2224,PG45275,"The Cowslip; Or, More Cautionary Stories, in Verse","Turner, Mrs. (Elizabeth)",,1846.0,['en'],40,"""Children's poetry"", 'Conduct of life -- Juvenile poetry', 'Children -- Conduct of life -- Juvenile poetry'",Text,"""Children's poetry"""
2236,PG45288,Jack and the Bean-Stalk: English Hexameters,"Tennyson, Hallam Tennyson, Baron",1852.0,1928.0,['en'],107,"'Humorous poetry', 'Giants -- Juvenile poetry', 'Wit and humor, Juvenile', 'Fairy tales -- Juvenile poetry', ""Children's poetry""",Text,"""Children's poetry"""
2245,PG45294,Christmas Carols and Midsummer Songs,Various,,,['en'],36,"'Christmas poetry', ""Children's poetry"", 'American poetry'",Text,"""Children's poetry"""
2250,PG45300,"Once Upon a Time, and Other Child-Verses","Freeman, Mary Eleanor Wilkins",1852.0,1930.0,['en'],40,"""Children's poetry""",Text,"""Children's poetry"""
2253,PG45327,"Twenty Six Choice Poetical Extracts: Selected from Celebrated Authors, and Printed from Copper Plates Engraved Expressly for the Work, Each Embellished with a Beautiful Vignette, Illustrative of the Subject",Various,,,['en'],33,"""Children's poetry"", 'Christian literature for children'",Text,"""Children's poetry"""
2256,PG45388,Toots and His Friends,"Woods, Kate Tannatt",1838.0,1910.0,['en'],43,"'Children -- Juvenile fiction', ""Children's poetry"", ""Children's stories""",Text,"""Children's poetry"""
2276,PG45553,The Lu Lu Alphabet,"Colman, Miss (Pamela Atkins)",1824.0,1900.0,['en'],26,"""Children's poetry"", 'Alphabet books', 'Alphabet rhymes'",Text,"""Children's poetry"""
2310,PG46486,Rhymes and Jingles,"Dodge, Mary Mapes",1830.0,1905.0,['en'],58,"""Children's poetry""",Text,"""Children's poetry"""
2312,PG46515,The Blue Poetry Book: 7th. Ed.,,,,['en'],77,"'English poetry -- Collections', ""Children's poetry"", 'English poetry'",Text,"""Children's poetry"""
2318,PG46702,Rhymes for the Young Folk,"Allingham, William",1824.0,1889.0,['en'],91,"""Children's songs"", ""Children's poetry"", 'Conduct of life -- Juvenile poetry', 'Children -- Conduct of life -- Juvenile poetry'",Text,"""Children's poetry"""
2329,PG46861,"The Runaway Donkey, and Other Rhymes for Children","Poulsson, Emilie",1853.0,1939.0,['en'],51,"""Children's poetry""",Text,"""Children's poetry"""
2423,PG4901,The Only True Mother Goose Melodies,Anonymous,,,['en'],29,"'Nursery rhymes', ""Children's poetry""",Text,"""Children's poetry"""
2424,PG4921,Young Canada's Nursery Rhymes,Various,,,['en'],11,"'Nursery rhymes', ""Children's poetry""",Text,"""Children's poetry"""
2434,PG49499,Noon-Day Fancies for Our Little Pets: Fully Illustrated,,,,['en'],32,"""Children's poetry"", ""Children's stories""",Text,"""Children's poetry"""
2457,PG49748,Five Minute Stories,"Richards, Laura Elizabeth Howe",1850.0,1943.0,['en'],95,"'Children -- Conduct of life -- Juvenile literature', 'Conduct of life -- Juvenile literature', ""Children's poetry"", ""Children's stories""",Text,"""Children's poetry"""
2458,PG49751,Three Minute Stories,"Richards, Laura Elizabeth Howe",1850.0,1943.0,['en'],66,"""Children's poetry"", ""Children's stories""",Text,"""Children's poetry"""
2504,PG50994,The Cambridge Book of Poetry for Children: Parts 1 and 2,,,,['en'],56,"""Children's poetry""",Text,"""Children's poetry"""
2555,PG52103,Lays of Ancient Babyland: to which are added Small Divers Histories not known to the Ancients,"Fisher, Richard Trott",,,['en'],30,"'Fairy tales', 'Stories in rhyme', ""Children's poetry""",Text,"""Children's poetry"""
2562,PG52296,The Deaf Shoemaker: To Which Are Added Other Stories for the Young,"Barrett, Philip",1838.0,1900.0,['en'],28,"'Christian life -- Juvenile literature', 'Sunday school literature', ""Children's literature -- 19th century"", ""Children's stories"", ""Children's poetry""",Text,"""Children's poetry"""
2564,PG52329,Under Blue Skies: Verses & Pictures,"Brigham, Sarah Jeannette Lathbury",1835.0,1929.0,['en'],32,"""Children's poetry"", 'Picture books for children'",Text,"""Children's poetry"""
2598,PG52860,"Our Story Book: Jingles, Stories and Rhymes for Little Folks",Various,,,['en'],33,"""Children's poetry"", ""Children's stories""",Text,"""Children's poetry"""
2609,PG52910,Pansy's Sunday Book,,,,['en'],43,"'Children -- Conduct of life -- Juvenile literature', 'Conduct of life -- Juvenile literature', ""Children's poetry"", ""Children's stories""",Text,"""Children's poetry"""
2630,PG53030,Lilliput Lyrics,"Rands, W. B. (William Brighty )",1823.0,1882.0,['en'],60,"'Wit and humor, Juvenile', ""Children's poetry"", 'Nonsense verses'",Text,"""Children's poetry"""
2643,PG53299,A Christmas Hamper: A Volume of Pictures and Stories for Little Folks,Various,,,['en'],49,"""Children's poetry"", ""Children's stories""",Text,"""Children's poetry"""
2645,PG53323,"Evenings at Home; Or, The Juvenile Budget Opened","Aikin, John",1747.0,1822.0,['en'],49,"'Dialogues', 'Conduct of life -- Juvenile literature', ""Children's stories"", 'Children -- Conduct of life -- Juvenile literature', ""Children's poetry""",Text,"""Children's poetry"""
2663,PG53619,A Flower Wedding: Described by Two Wallflowers,"Crane, Walter",1845.0,1915.0,['en'],61,"'Flowers -- Juvenile poetry', 'Nursery rhymes', 'Decoration and ornament -- Plant forms', 'Costume', 'Weddings -- Juvenile poetry', ""Children's poetry""",Text,"""Children's poetry"""
2687,PG54050,Little Wideawake: A story book for little children,"Barker, Sale, Mrs.",1841.0,1892.0,['en'],30,"""Children's poetry"", ""Children's stories""",Text,"""Children's poetry"""
2713,PG54530,"The knife-grinder's budget of pictures & poetry, for boys and girls",Unknown,,,['en'],29,"""Children's poetry""",Text,"""Children's poetry"""
2721,PG54732,Songs for the Little Ones at Home,,,,['en'],36,"""Children's songs"", ""Children's poetry"", 'Conduct of life -- Juvenile poetry', 'Children -- Conduct of life -- Juvenile poetry'",Text,"""Children's poetry"""
2748,PG55107,Little Songs of Long Ago: More Old Nursery Rhymes,,,,['en'],95,"""Children's songs"", 'Nursery rhymes', ""Children's poetry"", 'Nursery rhymes, English'",Text,"""Children's poetry"""
2874,PG58598,Another Brownie Book,"Cox, Palmer",1840.0,1924.0,['en'],43,"""Children's poetry"", 'Fairies -- Juvenile poetry'",Text,"""Children's poetry"""
2884,PG58734,Pleasing Poetry and Pictures: For the Mind and the Eye,,,,['en'],62,"""Children's poetry"", 'Conduct of life -- Juvenile poetry'",Text,"""Children's poetry"""
2918,PG59346,Life on the Farm; in Amusing Rhyme,Anonymous,,,['en'],18,"'Wit and humor, Juvenile', 'Farm life -- Juvenile poetry', ""Children's poetry""",Text,"""Children's poetry"""
2924,PG59641,"Figures in Verse and Simple Rhymes, for Little Learners (Second Series; No. 2)",Anonymous,,,['en'],32,"'Counting-out rhymes', ""Children's poetry"", 'Readers (Primary)'",Text,"""Children's poetry"""
2964,PG60207,"Pretty Verses for All Good Children: In Words of One, Two, and Three Syllables","Cobb, Lyman",1800.0,1864.0,['en'],25,"""Children's poetry"", 'Readers (Elementary)'",Text,"""Children's poetry"""
2986,PG60459,Mother Goose's Melody,,,,['en'],27,"'Nursery rhymes', ""Children's poetry""",Text,"""Children's poetry"""
3011,PG61009,Our Old Nursery Rhymes,,,,['en'],166,"""Children's songs"", 'Nursery rhymes', 'Songs with piano', 'Nursery rhymes, English', ""Children's poetry""",Text,"""Children's poetry"""
3018,PG61131,"Charles Dwight; or, the missionary's son",Unknown,,,['en'],19,"'Christian life -- Juvenile literature', 'Missionaries -- Juvenile literature', ""Children's poetry"", 'Children -- Death -- Juvenile literature'",Text,"""Children's poetry"""
3063,PG61852,Kittens and Cats: A First Reader,"Grover, Eulalie Osgood",1873.0,1958.0,['en'],46,"'Cats -- Humor -- Juvenile literature', ""Children's poetry"", 'Readers (Primary)'",Text,"""Children's poetry"""
3096,PG62643,With Trumpet and Drum,"Field, Eugene",1850.0,1895.0,['en'],23,"""Children's poetry"", 'Conduct of life -- Juvenile poetry', 'Children -- Conduct of life -- Juvenile poetry'",Text,"""Children's poetry"""
3107,PG62767,The Miller and His Golden Dream,"Leonard, Eliza Lucy",,,['en'],25,"""Children's poetry"", 'Avarice -- Juvenile poetry'",Text,"""Children's poetry"""
3110,PG62778,Buds and flowers of childish life,Anonymous,,,['en'],28,"""Children's poetry"", 'Conduct of life -- Juvenile poetry', 'Children -- Conduct of life -- Juvenile poetry'",Text,"""Children's poetry"""
3128,PG63383,"The Wonder Clock; or, four & twenty marvellous Tales: being one for each hour of the day","Pyle, Howard",1853.0,1911.0,['en'],153,"'Fairy tales', ""Children's poetry""",Text,"""Children's poetry"""
3164,PG64016,A Paris pair; Their day's doings,"Brown, Beatrice Bradshaw",,,['en'],8,"'Children -- Juvenile poetry', ""Children's poetry"", 'Paris (France) -- Juvenile poetry'",Text,"""Children's poetry"""
3171,PG64100,"Santa Claus, Kriss Kringle, or St. Nicholas: Fully Illustrated.",Anonymous,,,['en'],22,"""Children's poetry"", 'Santa Claus -- Juvenile poetry'",Text,"""Children's poetry"""
3173,PG64122,The Story of a Pumpkin Pie,"Barton, William E. (William Eleazar)",1861.0,1930.0,['en'],38,"""Children's poetry"", 'Picture books for children'",Text,"""Children's poetry"""
3188,PG64360,"The Pirate Frog, and Other Tales","Frisbie, W. A. (William Albert)",1867.0,1941.0,['en'],37,"'Monkeys -- Juvenile poetry', 'Children -- Juvenile poetry', 'Hens -- Juvenile poetry', 'Pirates -- Juvenile poetry', ""Children's poetry"", 'Frogs -- Juvenile poetry', 'Animals -- Juvenile poetry'",Text,"""Children's poetry"""
3193,PG64422,Shining Hours,Anonymous,,,['en'],25,"""Children's poetry"", ""Children's stories""",Text,"""Children's poetry"""
3198,PG64564,"A Tale of Two Monkeys, and other stories",Anonymous,,,['en'],19,"""Children's poetry"", ""Children's stories""",Text,"""Children's poetry"""
3234,PG65368,"Our Little Tot's Own Book: of Pretty Pictures, Charming Stories, and Pleasing Rhymes and Jingles",Anonymous,,,['en'],27,"""Children's poetry"", ""Children's stories""",Text,"""Children's poetry"""
3239,PG65424,"More About Teddy B. and Teddy G., the Roosevelt Bears: Being Volume Two Depicting Their Further Travels and Adventures","Eaton, Seymour",1859.0,1916.0,['en'],29,"'Wit and humor, Juvenile', 'Bears -- Juvenile poetry', 'Roosevelt, Theodore, 1858-1919 -- Juvenile poetry', 'Voyages and travels -- Juvenile poetry', ""Children's poetry""",Text,"""Children's poetry"""
3248,PG65626,Simple Poems for Infant Minds,Anonymous,,,['en'],33,"""Children's poetry""",Text,"""Children's poetry"""
3251,PG65722,Rhymes of a child's world: a book of verse for children,"Potter, Miriam Clark",1886.0,1965.0,['en'],21,"""Children's poetry""",Text,"""Children's poetry"""
3268,PG66038,Wee Wee Songs for Our Little Pets,"Lee, Leila",,1900.0,['en'],51,"'Christian life -- Juvenile poetry', ""Children's poetry"", 'Conduct of life -- Juvenile poetry', 'Children -- Conduct of life -- Juvenile poetry'",Text,"""Children's poetry"""
3351,PG67522,Rainbow gold; poems old and new selected for boys and girls,,,,['en'],158,"'English poetry -- Collections', 'American poetry -- Collections', ""Children's poetry""",Text,"""Children's poetry"""
3352,PG67560,"All the World Over: Interesting Stories of Travel, Thrilling Adventure and Home Life","Bell, Lucia Chase",,,['en'],63,"""Children's literature"", 'Adventure and adventurers -- Juvenile literature', 'Families -- Juvenile literature', ""Children's stories"", ""Children's poetry"", 'Voyages and travels -- Juvenile literature'",Text,"""Children's poetry"""
3397,PG68642,The little white gate,"Hoatson, Florence",,,['en'],25,"""Children's poetry""",Text,"""Children's poetry"""
3405,PG68926,Stories and ballads for young folks,"Alden, Ellen Tracy",,,['en'],23,"'Children -- Conduct of life -- Juvenile literature', 'Conduct of life -- Juvenile literature', ""Children's poetry"", ""Children's stories""",Text,"""Children's poetry"""
3416,PG69302,"Land of play: Verses, rhymes, stories",,,,['en'],39,"""Children's literature"", 'Counting-out rhymes', ""Children's poetry"", 'Nursery rhymes'",Text,"""Children's poetry"""
3430,PG69616,A teacher's gift,Anonymous,,,['en'],24,"""Children's poetry"", ""Children's stories""",Text,"""Children's poetry"""
3448,PG69938,Told in the twilight,"Weatherly, F. E. (Frederic Edward)",1848.0,1929.0,['en'],30,"""Children's poetry"", 'Picture books for children'",Text,"""Children's poetry"""
3459,PG70137,Little Mother Goose,Anonymous,,,['en'],40,"""Children's poetry"", ""Children's stories""",Text,"""Children's poetry"""
3472,PG70424,"Old nurse's book of rhymes, jingles and ditties",,,,['en'],63,"'Nursery rhymes', ""Children's poetry"", 'Picture books for children'",Text,"""Children's poetry"""
3473,PG70437,The eagle's masque,"Tit, Tom, active approximately 1808",,,['en'],36,"""Children's poetry"", 'Birds -- Juvenile poetry'",Text,"""Children's poetry"""
3521,PG71608,The juvenile forget-me-not : $b A Christmas and New Year's present,Various,,,['en'],30,"""Children's poetry"", ""Children's stories"", 'Gift books'",Text,"""Children's poetry"""
3544,PG72586,"Ginevra : $b or, The old oak chest, a Christmas story","Wallace, Susan E. (Susan Elston)",1830.0,1907.0,['en'],59,"'Girls -- Juvenile fiction', 'Children -- Conduct of life -- Juvenile fiction', ""Children's stories"", ""Children's poetry"", 'Christmas stories'",Text,"""Children's poetry"""
3546,PG72625,Fifty Christmas poems for children : $b An anthology selected by Florence B. Hyett,,,,['en'],40,"'Christmas poetry', ""Children's poetry""",Text,"""Children's poetry"""
3808,PG9651,A Child-World,"Riley, James Whitcomb",1849.0,1916.0,['en'],26,"""Children's poetry"", 'Conduct of life -- Juvenile poetry', 'Storytelling -- Juvenile poetry', 'Children -- Conduct of life -- Juvenile poetry'",Text,"""Children's poetry"""
